InvoiceHeader__InvoiceNumber,InvoiceHeader__AccountName,InvoiceHeader__AccountStreet,InvoiceHeader__AccountCity,InvoiceHeader__AccountZIP,InvoiceHeader__AccountCountry,InvoiceHeader__BillingAccountNumber,InvoiceHeader__BillingAccountName,InvoiceHeader__BillingAccountStreet,InvoiceHeader__BillingAccountCity,InvoiceHeader__BillingAccountZIP,InvoiceHeader__BillingAccountCountry,InvoiceHeader__IssueDate,InvoiceHeader__DueDate,InvoiceHeader__DeliveryDate,InvoiceHeader__Currency,InvoiceHeader__TotalNetAmount,InvoiceHeader__TotalVAT,InvoiceHeader__TotalAmount,InvoiceHeader__Taxes__TaxItem__TaxRate,InvoiceHeader__Taxes__TaxItem__TaxBase,InvoiceHeader__Taxes__TaxItem__TaxAmount,Subscribers__Subscriber__MSISDN,Subscribers__Subscriber__SubscriberTotalNETAmount,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__Site,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeType,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeName,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__PeriodStart,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__PeriodEnd,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeUOM,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeNetAmount,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__VAT,Subscribers__Subscriber__InvoiceLines__UsageLines,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Site,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageItemName,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Amount,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Volume,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageUOM,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageItemNetAmount,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__VAT
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,58.0,18289.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,1.0,145.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,"Pezinská mestská spoločnosť, s.r.o. | Parkovné | Jednorazová platba | 2200",1.0,12000.0,Money,1.2,0%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,9004986368.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS v roamingu,2.0,2.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,20.0,20.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911556400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,7.0,543.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911552400,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,1.0,112.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911552400,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,5.0,3753.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911552400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,1434765312.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911552400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,7.0,754.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911552400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,21.0,12418.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911552400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,14.0,3702.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949014606,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Volania do siete O2,1.0,259.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949014606,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),8.0,7218176.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949014604,2.0643,NOVEM IT s.r.o.,recurring_arrears,e-Net fér 20GB,2024-11-20,2024-11-30,Money,2.0533,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),20.0,218053632.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949014604,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-20,2024-11-30,Money,0.011,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),10.0,7624704.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,14.48,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,4.0,4.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,54.0,5148.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,3.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS v roamingu,4.0,4.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,"O2 Slovakia, s.r.o. | SMS Platba | Jednorazová platba | 2200",2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Mesto Galanta | Parkovné | Jednorazová platba | 2200,2.0,12000.0,Money,1.2,0%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Municipal Real Estate Dunajská Streda | Parkovné | Jednorazová platba | 2200,2.0,24000.0,Money,2.4,0%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,"NOVOVITAL, p.o. mesta Nové Zámky | Parkovné | Jednorazová platba | 2200",1.0,6500.0,Money,0.65,0%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,40.0,4396.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,24.0,4611.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,3.0,420.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,41704448.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Technické služby mesta Šahy | Parkovné | Jednorazová platba | 2200,1.0,7000.0,Money,0.7,0%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,34.0,7130.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,2.0,72.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,4442929152.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911558400,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,6.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Odoslané SMS do zahraničia,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,3.0,332.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,76.0,76.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,8.0,2058.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,34.0,6184.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,13.0,13.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911333808,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),24.0,34639872.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007471,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Volania do siete O2,3.0,74.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007471,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,40.0,1267.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007471,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),16.0,524288000.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007471,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),15.0,169321472.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007472,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),20.0,204934144.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007472,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),11.0,524288000.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007472,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,22.0,815.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007472,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,9.0,2546.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421949007472,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,3.0,99.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,13.0154,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Správa cestovného ruchu Senec s.r.o. | Parkovné | Jednorazová platba | 2200,1.0,10000.0,Money,1.0,0%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,"O2 Slovakia, s.r.o. | SMS Platba | Jednorazová platba | 2200",2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,94.0,9228.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,131692544.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),31.0,2065099776.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,2.0,182.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,137.0,18552.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,18.0,1205.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania na čísla so špec. sadzbou,1.0,113.0,Second,0.2354,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,44.0,8069.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,2.0,111.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Mesto Trenčín | Parkovné | Jednorazová platba | 2200,4.0,17500.0,Money,1.75,0%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,8.0,551.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS v roamingu,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Kysucké Nové Mesto | Parkovné | Jednorazová platba | 2200,1.0,5000.0,Money,0.5,0%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,2.0,2.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,7.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,"Union poisťovňa, a. s. | Poistenie | Jednorazová platba | 2200",4.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911557400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,1.0,6.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908525400,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania do siete O2,8.0,1151.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908525400,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,25.0,3705.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908525400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,13.0,894.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908525400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,3.0,380.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908525400,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,7.0,1555.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908525400,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,5782404096.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,184.0,42889.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,9.0,9.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,1.0,14.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,10139476992.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,43.0,13601.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,15.0,15.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,1064473600.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,3.0,305.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,1.0,13.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,6.0,495.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421947925828,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,1.0,73.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918936079,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,57.0,5566.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918936079,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,19.0,2666.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918936079,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,7.0,538.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918936079,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,6.0,771.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113747,8.727599999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,14.0,1901.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113747,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),3.0,228352.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113747,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,11.0,2051.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113747,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,21.0,3520.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113747,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu mimo EÚ (MB),2.0,20480.0,Byte,0.0976,20%
,,,,,,,,,,,,,,,,,,,,,,421948113747,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,5.0,684.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,10.0,10.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,82.0,3858.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,1.0,136.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,55.0,2944.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,29.0,928.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),26.0,336874496.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948304080,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,9.0,9.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,15.93,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 50GB,2024-11-01,2024-11-30,Money,15.9,20%,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,139.0,139.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do zahraničia,9.0,9.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,3212991488.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,38.0,38.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,112.0,20585.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,1.0,104.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,85.0,6759.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,25.0,6131.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905321878,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,15.0,1729.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,18.33,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,7.0,903.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,13.0,4127.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Správa cestovného ruchu Senec s.r.o. | Parkovné | Jednorazová platba | 2200,3.0,30000.0,Money,3.0,0%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,"Dopravný podnik Bratislava, a.s. | MHD lístok | Jednorazová platba | 1140",2.0,24000.0,Money,2.4,0%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 8877,3.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),32.0,3943472128.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,3.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,"eČasenka, s.r.o. | Ecasenka.sk | Jednorazová platba | 8877",3.0,43000.0,Money,4.3,0%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,5.0,2374.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,4.0,231.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 1140,2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,"O2 Slovakia, s.r.o. | SMS Platba | Jednorazová platba | 8877",6.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,4.0,1073.0,Second,0.0,20%
